kanjiID,kanji,authorsNote,onyomiReadingOne,onyomiReadingTwo,onyomiReadingThree,onyomiVocabWordOne,onyomiVocabWordReadingOne,onyomiVocabWordMeaningOne,onyomiSampleSentenceOne,onyomiSampleSentenceMeaningOne,onyomiVocabWordTwo,onyomiVocabWordReadingTwo,onyomiVocabWordMeaningTwo,onyomiSampleSentenceTwo,onyomiSampleSentenceMeaningTwo,onyomiVocabWordThree,onyomiVocabWordReadingThree,onyomiVocabWordMeaningThree,onyomiSampleSentenceThree,onyomiSampleSentenceMeaningThree,onyomiVocabWordFour,onyomiVocabWordReadingFour,onyomiVocabWordMeaningFour,onyomiSampleSentenceFour,onyomiSampleSentenceMeaningFour,onyomiVocabWordFive,onyomiVocabWordReadingFive,onyomiVocabWordMeaningFive,onyomiSampleSentenceFive,onyomiSampleSentenceMeaningFive,onyomiVocabWordSix,onyomiVocabWordReadingSix,onyomiVocabWordMeaningSix,onyomiSampleSentenceSix,onyomiSampleSentenceMeaningSix,onyomiMultipleChoiceReadingOne,onyomiMultipleChoiceReadingTwo,onyomiMultipleChoiceReadingThree,onyomiMultipleChoiceReadingFour,onyomiMultipleChoiceReadingFive,onyomiMultipleChoiceReadingSix,furiganaOnyomiSampleSentenceOne,furiganaOnyomiSampleSentenceTwo,furiganaOnyomiSampleSentenceThree,furiganaOnyomiSampleSentenceFour,furiganaOnyomiSampleSentenceFive,furiganaOnyomiSampleSentenceSix,associatedLevel
237,牛,None,ぎゅう,None,None,牛肉,ぎゅうにく,Beef,この牛肉//ぎゅうにく//は本当//ほんとう//に柔//やわ//らかくて美味//おい//しい。,This beef is really tender and delicious.,,,,,,,,,,,,,,,,,,,,,,,,,,"ぎゅう, きゅう, ぎゅ, きゅ",,,,,,,,,,,,12
238,魚,None,ぎょ,None,None,金魚,きんぎょ,Goldfish,金魚//きんぎょ//を飼//か//っています。,I keep a goldfish.,,,,,,,,,,,,,,,,,,,,,,,,,,"ぎょ, ぎょう, ご, ごう",,,,,,,,,,,,12
239,物,None,ぶつ,もつ,None,人物,じんぶつ,"Person, character",歴史//れきし//上//じょう//の重要//じゅうよう//な人物//じんぶつ//について勉強//べんきょう//しています。,I am studying important historical figures.,物理,ぶつり,Physics,彼//かれ//は物理//ぶつり//の授業//じゅぎょう//でいつもトップの成績//せいせき//を取//と//ります。,He always gets top grades in physics class.,物体,ぶったい,Object,空//そら//に光//ひか//る物体//ぶったい//が見//み//えました。,I saw a glowing object in the sky.,作物,さくもつ,Crops,農家//のうか//は新//あたら//しい作物//さくもつ//を栽培//さいばい//しています。,Farmers are cultivating new crops.,,,,,,,,,,,"ぶつ, どう, せい, にもつ","ぶつ, どう, せい, にもつ","ぶっ, どう, ぶつ, もつ","もつ, せい, どう, ぶつ",,,,,,,,,12
240,事,None,じ,ず,None,火事,かじ,Fire,昨夜//さくや//、大//おお//きな火事//かじ//が起//お//きました。,A large fire broke out last night.,行事,ぎょうじ,Event,学校//がっこう//の行事//ぎょうじ//はとても楽//たの//しいです。,School events are very enjoyable.,事実,じじつ,Fact,これは紛//まぎ//れもない事実//じじつ//です。,It's an undeniable fact.,,,,,,,,,,,,,,,,"じ, じん, じつ, じょ","じ, じつ, しじ, し","じ, じく, じき, じょ",,,,,,,,,,12
241,対,None,たい,つい,None,対立,たいりつ,Position,両者//りょうしゃ//の意見//いけん//の対立//たいりつ//が解決//かいけつ//しません。,The conflict of opinions between both parties remains unresolved.,対面//めん//,たいめん,Face-to-face,彼//かれ//との対面//たいめん//は緊張//きんちょう//しました。,I was nervous during my face-to-face meeting with him.,一対,いっつい,A pair,この花瓶//かびん//は一対//いっつい//で販売//はんばい//されています。,These vases are sold as a pair.,対応,たいおう,Correspondence,問題//もんだい//の対応//たいおう//が迅速//じんそく//でした。,The problem was handled promptly.,,,,,,,,,,,"たい, つい, だい,た","たい, つい, だい,た","つい, くい, いつ,だい","たい, つい, おう, た",,,,,,,,,13
242,部,None,ぶ,None,None,部分,ぶぶん,Part,本//ほん//のこの部分//ぶぶん//だけを読//よ//んでください。,Please read only this part of the book.,一部,いちぶ,A portion,計画//けいかく//の一部//いちぶ//を変更//へんこう//する必要//ひつよう//があります。,It is necessary to modify a portion of the plan.,部門,ぶもん,Category,彼女//かのじょ//は営業//えいぎょう//部門//ぶもん//で活躍//かつやく//しています。,She excels in the sales department.,部長,ぶちょう,Department head,部長//ぶちょう//が新//あたら//しいプロジェクトを提案//ていあん//しました。,The department head proposed a new project.,,,,,,,,,,,"ぶ, べ, び, ふ","ぶ, ぶん, ふ, ふん","ぶ, ぶん, ふ, ふん","ぶ, ぶん, ふ, ふん",,,,,,,,,13
243,相,None,そう,しょう,None,人相,にんそう,Facial features,人相//にんそう//は悪//わる//いけど、いい奴//やつ//だよ。,"He has a scary face, but he's a good guy.",相場,そうば,Market price,この商品//しょうひん//の相場//そうば//は最近//さいきん//上//あ//がっています。,The market price of this product has risen recently.,相当,そうとう,Considerable,彼//かれ//の努力//どりょく//は相当//そうとう//なものだと評価//ひょうか//されました。,His efforts were evaluated as considerable.,首相,しゅしょう,Prime minister,首相//しゅしょう//が新//あたら//しい政策//せいさく//を発表//はっぴょう//しました。,The prime minister announced a new policy.,,,,,,,,,,,"そう,しょう, にん, ぞう","そう, ぞう, そん, そ","そう, じょう, そ, ぞ","しょう, そう, ば,ぞう",,,,,,,,,13
244,定,None,てい,じょう,None,一定,いってい,"Fixed, Constant",温度//おんど//を一定//いってい//に保//たも//つ必要//ひつよう//があります。,It is necessary to maintain a constant temperature.,定石,じょうせき,Standard tactic,このやり方//かた//はビジネスの定石//じょうせき//です。,This method is a standard tactic in business.,予定,よてい,Schedule,彼//かれ//は自分//じぶん//の予定//よてい//を確認//かくにん//し、彼女//かのじょ//に伝//つた//えた。,He checked his schedule and told her.,,,,,,,,,,,,,,,,"てい, じょう, じん,しょう","じょう, てい, しょう,て","てい, じょう, て, い",,,,,,,,,,13
245,発,None,はつ,None,None,出発,しゅっぱつ,Departure,飛行機//ひこうき//は午前//ごぜん//十時//じゅうじ//に出発//しゅっぱつ//しました。,The plane departed at 10 AM.,発行,はっこう,"Issuance, Given",新//あたら//しいパスポートを発行//はっこう//しました。,A new passport was issued.,発生,はっせい,"Occurrence, outbreak",地震//じしん//が夜中//よなか//に発生//はっせい//しました。,An earthquake occurred in the middle of the night.,百発百中,ひゃっぱつひゃくちゅう,Perfect accuracy,彼//かれ//は百発//ひゃっぱつ//百中//ひゃくちゅう//のスナイパーです。,He is a sniper with perfect accuracy.,,,,,,,,,,,"ぱつ, はつ, しん,ほ","はっ, ほつ, はつ,ぽつ","はっ, ぱ, ぱっ,ぼっ","ぱつ, ほつ, はつ, ひゃ",,,,,,,,,13
246,者,None,しゃ,None,None,読者,どくしゃ,Reader,この本//ほん//は多//おお//くの読者//どくしゃ//に読//よ//まれています。,This book is read by many readers.,作者,さくしゃ,Author,作者//さくしゃ//のインタビューが新聞//しんぶん//に掲載//けいさい//されました。,The author's interview was published in the newspaper.,,,,,,,,,,,,,,,,,,,,,"しゃ, どく, じゃ, じょ","しゃ, さく, さけ, じゃ",,,,,,,,,,,13
247,業,None,ぎょう,ごう,None,事業,じぎょう,Enterprise,新//あたら//しい事業//じぎょう//を始//はじ//めることにしました。,I decided to start a new enterprise.,休業,きゅうぎょう,Closure,店//みせ//は来週//らいしゅう//休業//きゅうぎょう//します。,The store will close next week.,作業,さぎょう,Work,作業//さぎょう//を効率的//こうりつてき//に進//すす//める必要//ひつよう//があります。,It is necessary to proceed with the work efficiently.,業者,ぎょうしゃ,Vendor,業者//ぎょうしゃ//との契約//けいやく//が完了//かんりょう//しました。,The contract with the vendor has been completed.,,,,,,,,,,,"ぎょう, きょう, ごう,ぎょ","ぎょう, きゅう,ごう, き","ぎょう, きょう, ごう, ぎょ","ぎょう,しゃ, ごう, ぎょ",,,,,,,,,13
248,実,None,じつ,None,None,実力,じつりょく,Ability,彼//かれ//は実力//じつりょく//で成功//せいこう//をつかみました。,He achieved success through ability.,実行,じっこう,execution,計画//けいかく//を実行//じっこう//に移//うつ//しました。,The plan was put into action.,事実,じじつ,fact,それは驚//おどろ//くべき事実//じじつ//です。,That is an astonishing fact.,実家,じっか,parents' home,彼//かれ//はお正月//しょうがつ//に実家//じっか//へ帰//かえ//ります。,He goes back to his parents' home for New Year.,,,,,,,,,,,"じつ,りょく, じ, ぎ","じっ, じつ, しつ,じ","じつ, し,じ, ぎょ","じっ, か, じつ, じん",,,,,,,,,13
249,決,None,けつ,None,None,決心,けっしん,Determination,彼//かれ//は海外//かいがい//留学//りゅうがく//を決心//けっしん//しました。,He decided to study abroad.,決定,けってい,Decision,新//あたら//しい方針//ほうしん//が会議//かいぎ//で決定//けってい//されました。,A new policy was decided at the meeting.,対決,たいけつ,Confrontation,両者//りょうしゃ//の対決//たいけつ//が注目//ちゅうもく//されています。,The confrontation between the two is gaining attention.,決算,けっさん,Settlement,決算//けっさん//の準備//じゅんび//が整//ととの//いました。,The preparations for the settlement are complete.,,,,,,,,,,,"けっ,しん, けつ, け","けっ, けつ, けち,げつ","けつ, たい, けん, げつ","けっ, けつ, けん,け",,,,,,,,,13
250,全,None,ぜん,None,None,全力,ぜんりょく,Full effort,彼//かれ//は全力//ぜんりょく//で試合//しあい//に臨//のぞ//みました。,He faced the match with full effort.,全体,ぜんたい,Whole,社会//しゃかい//全体//ぜんたい//の問題//もんだい//を解決//かいけつ//する必要//ひつよう//があります。,It is necessary to solve the problem of the entire society.,全国,ぜんこく,Nationwide,このニュースは全国//ぜんこく//で話題//わだい//になっています。,This news has become a topic nationwide.,全面,ぜんめん,"Entire surface, full-scale",彼//かれ//らは気迫//きはく//を全面//ぜんめん//に押//お//し出//だ//していた。,They were putting their fighting spirit fully on display.,,,,,,,,,,,"ぜん, りょく, ぜつ, ぜっ","ぜん, せん, たい, ぜっ","ぜん, せん, ぜつ, ぜっ","ぜん, めん, せん, ぜっ",,,,,,,,,13
251,表,None,ひょう,None,None,発表,はっぴょう,Announcement,彼//かれ//は研究//けんきゅう//結果//けっか//を発表//はっぴょう//しました。,He announced the results of his research.,表面//めん//,ひょうめん,Surface,水//みず//の表面//ひょうめん//が凍//こお//っています。,The surface of the water is frozen.,表紙,ひょうし,Cover,この雑誌//ざっし//の表紙//ひょうし//は美//うつく//しいです。,The cover of this magazine is beautiful.,表明,ひょうめい,Declaration,彼//かれ//は意見//いけん//を表明//ひょうめい//しました。,He expressed his opinion.,,,,,,,,,,,"ぴょう, ひょう, ひ,りょう","ひょう, めん, ひん,ひ","ひょう, びょう, し, びょ","ひょう, ひょ, ひら, びょ",,,,,,,,,13
252,員,None,いん,None,None,人員,じんいん,Personnel,このプロジェクトには十//じゅう//分//ぶん//な人員//じんいん//が必要//ひつよう//です。,This project requires sufficient personnel.,一員,いちいん,Member,彼//かれ//はチームの大切//たいせつ//な一員//いちいん//です。,He is an important member of the team.,全員,ぜんいん,Everyone,全員//ぜんいん//が時//じ//間//かん//通//どお//りに会//かい//議//ぎ//室//しつ//に集//あつ//まりました。,Everyone gathered in the meeting room on time.,社員,しゃいん,Employee,彼//かれ//はその会社//かいしゃ//の新//しん//入//にゅう//社員//しゃいん//です。,He is a new employee at that company.,,,,,,,,,,,"いん,じん,いち,しん","いん,ひん,じん,いち","いん,じん,しん,ぜん","いん,しゃ,じん,ひん",,,,,,,,,13
253,調,None,ちょう,None,None,調理,ちょうり,Cooking,母//はは//調理//ちょうり//が得意//とくい//で、美味//おい//しい料理//りょうり//を作//つく//ります。,My mother is skilled at cooking and makes delicious dishes.,調子,ちょうし,Condition,彼//かれ//は最近//さいきん//、体//からだ//の調子//ちょうし//があまり良く//よ//ありません。,He hasn’t been feeling well lately.,口調,くちょう,Tone of voice,彼女//かのじょ//の口調//くちょう//はとても優//やさ//しかったです。,Her tone of voice was very kind.,,,,,,,,,,,,,,,,"ちょう, じょう, ち, ちょ","ちょう, せい, ちゅ, じ","ちょう, こう, ちゅ, じ",,,,,,,,,,13
254,開,None,かい,None,None,全開,ぜんかい,Fully Open,窓//まど//を全開//ぜんかい//にして新鮮//しんせん//な空//くう//気//き//を入//い//れました。(This feels like you're opening the throttle at full power. Like open those windows 100% open),I opened the windows fully to let in fresh air.,開業,かいぎょう,Open a Business,姉//あね//は来月//らいげつ//カフェを開//かい//業//ぎょう//する予//よ//定//てい//です。,My sister plans to open a café next month.,開発,かいはつ,Development,この会社//かいしゃ//は新//あたら//しいアプリの開発//かいはつ//に力//ちから//を入//い//れています。(I've been doing this for years haha),This company is focusing on the development of a new app.,,,,,,,,,,,,,,,,"かい,ぜん,がい,か","かい,はつ,がい,は","かい,あ,はつ,がい",,,,,,,,,,13
255,化,None,か,け,None,化石,かせき,Fossil,この博物館//はくぶつかん//には恐//きょう//竜//りゅう//の化//か//石//せき//が展//てん//示//じ//されています。,This museum has dinosaur fossils on display.,変//へん//化,へんか,Change,天候//てんこう//の急//きゅう//な変//へん//化//か//に注//ちゅう//意//い//してください。,Please be careful of sudden changes in the weather.,風化,ふうか,"Weathering, Erosion",古//ふる//い建物//たてもの//の壁//かべ//が風//ふう//化//か//によって崩//くず//れ始//はじ//めています。(Think like the change or loss physically due to time.),The walls of the old building have started to crumble due to weathering.,,,,,,,,,,,,,,,,"か,け,が,せき","か,が,け,へん","か,け,へん,ふう",,,,,,,,,,13
256,問,None,もん,None,None,学問,がくもん,"Study,Scholarship",学問//がくもん//を追//つい//求//きゅう//することは一生//いっしょう//続//つづ//けるべきです。,The pursuit of scholarship should continue throughout one's life.,,,,,,,,,,,,,,,,,,,,,,,,,,"もん,も,とい,と",,,,,,,,,,,,13
257,代,None,だい,None,None,代表,だいひょう,Representative,私//わたし//たちのクラスの代//だい//表//ひょう//としてスピーチをしました。,I gave a speech as the representative of our class.,代金,だいきん,Payment,商//しょう//品//ひん//の代金//だいきん//はクレジットカードで支//し//払//はら//いました。,I paid for the item with a credit card.,代用,だいよう,Substitute,牛乳//ぎゅうにゅう//がなかったので、水//みず//を代用//だいよう//しました。,I used water as a substitute because I didn’t have milk.,代理,だいり,"Agent, Proxy",部//ぶ//長//ちょう//の代//だい//理//り//として会//かい//議//ぎ//に出席//しゅっせき//しました。,I attended the meeting as a proxy for the manager.,,,,,,,,,,,"だい,たい,た,ひょう","だい,だ,たい,とい","だい,よう,た,か","だい,た,り,しろ",,,,,,,,,13
258,動,None,どう,None,None,行動,こうどう,Action,困難//こんなん//な状況//じょうきょう//でも冷静//れいせい//に行動//こうどう//することが重//じゅう//要//よう//です。,It is important to act calmly even in difficult situations.,動物,どうぶつ,Animal,動物園//どうぶつえん//では珍//めずら//しい動物//どうぶつ//を見る//み//ことができます。,You can see rare animals at the zoo.,自動,じどう,Automatic,このドアは自動//じどう//で開閉//かいへい//します。,This door opens and closes automatically.,活動,かつどう,Activity,ボランティア活動//かつどう//に参//さん//加//か//して地//ち//域//いき//を支//し//援//えん//しました。,I participated in volunteer activities to support the community.,,,,,,,,,,,"どう,とう,こう,と","どう,と,いん,どい","どう,と,とう,こ","どう,かつ,とう,こう",,,,,,,,,13
