kanjiID,kanji,authorsNote,kunyomiReadingOne,kunyomiReadingTwo,kunyomiReadingThree,kunyomiVocabWordOne,kunyomiVocabWordReadingOne,kunyomiVocabWordMeaningOne,kunyomiSampleSentenceOne,kunyomiSampleSentenceMeaningOne,kunyomiVocabWordTwo,kunyomiVocabWordReadingTwo,kunyomiVocabWordMeaningTwo,kunyomiSampleSentenceTwo,kunyomiSampleSentenceMeaningTwo,kunyomiVocabWordThree,kunyomiVocabWordReadingThree,kunyomiVocabWordMeaningThree,kunyomiSampleSentenceThree,kunyomiSampleSentenceMeaningThree,kunyomiVocabWordFour,kunyomiVocabWordReadingFour,kunyomiVocabWordMeaningFour,kunyomiSampleSentenceFour,kunyomiSampleSentenceMeaningFour,kunyomiVocabWordFive,kunyomiVocabWordReadingFive,kunyomiVocabWordMeaningFive,kunyomiSampleSentenceFive,kunyomiSampleSentenceMeaningFive,kunyomiVocabWordSix,kunyomiVocabWordReadingSix,kunyomiVocabWordMeaningSix,kunyomiSampleSentenceSix,kunyomiSampleSentenceMeaningSix,kunyomiMultipleChoiceReadingOne,kunyomiMultipleChoiceReadingTwo,kunyomiMultipleChoiceReadingThree,kunyomiMultipleChoiceReadingFour,kunyomiMultipleChoiceReadingFive,kunyomiMultipleChoiceReadingSix,furiganaKunyomiSampleSentenceOne,furiganaKunyomiSampleSentenceTwo,furiganaKunyomiSampleSentenceThree,furiganaKunyomiSampleSentenceFour,furiganaKunyomiSampleSentenceFive,furiganaKunyomiSampleSentenceSix,associatedLevel
186,岩,None,いわ,None,None,岩,いわ,Rock,岩//いわ//の上//うえ//に小//ちい//さな花//はな//が咲//さ//いています。,A small flower is blooming on the rock.,岩場,いわば,"Rocky area, Rocky terrain",岩場//いわば//で釣//つ//りをするのが好//す//きです。,I like fishing in rocky areas.,,,,,,,,,,,,,,,,,,,,,"いわ, いま, い,がん","いわ, いま, い,がん",,,,,,,,,,,10
187,光,None,ひか,ひかり,None,光,ひかり,Light,光//ひかり//が差//さ//し込//こ//んでいます。,The light is shining in.,光る,ひかる,To shine,星//ほし//が光//ひか//っています。,The stars are shining.,,,,,,,,,,,,,,,,,,,,,"ひかり,ひがる,こう,ひか","ひか,ひ,こう,ごう",,,,,,,,,,,10
188,角,None,かど,つの,None,角,かど,Corner,彼//かれ//は角//かど//を曲//ま//がって家//いえ//に向//む//かいました。,He turned the corner toward his house.,角,つの,Horn,牛//うし//の角//つの//は大//おお//きくて立派//りっぱ//です。,The cow's horns are large and impressive.,,,,,,,,,,,,,,,,,,,,,"かど, がと,き, さ","つの, つ,しゃ, さ",,,,,,,,,,,10
189,図,None,はか,None,None,図る,はかる,To plan,彼//かれ//は売//う//り上//あ//げの向上//こうじょう//を図//はか//った。,He planned to improve sales.,,,,,,,,,,,,,,,,,,,,,,,,,,"はか,ばか,わか,は",,,,,,,,,,,,10
190,室,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
191,太,None,ふと,None,None,太い,ふとい,Thick,太//ふと//い枝//えだ//を切//き//ります。,I will cut the thick branch.,太る,ふとる,To gain weight,彼//かれ//は少//すこ//し太//ふと//りました。,He has gained some weight.,,,,,,,,,,,,,,,,,,,,,"ふと, ふ, た,だ","ふと, ふ, た,だ",,,,,,,,,,,10
192,歩,None,ある,あゆ,None,歩く,あるく,To walk,毎朝//まいあさ//、公園//こうえん//を歩//ある//きます。,I walk in the park every morning.,歩む,あゆむ,To walk,"これが、私//わたし//が歩//あゆ//んできた道//みち//です。(More figurative, think walking through life or life's journey. A metaphorical journey.)",This is the path I've walked.,,,,,,,,,,,,,,,,,,,,,"ある,あゆ,あ,ほ","あゆ,ある,ほ,ぼ",,,,,,,,,,,10
193,風,None,かぜ,かざ,None,風,かぜ,Wind,風//かぜ//が強//つよ//く吹//ふ//いています。,The wind is blowing hard.,風邪,かぜ,Cold,風邪//かぜ//を引//ひ//きました。,I caught a cold.,風上,かざかみ,Upwind,風上//かざかみ//に向//む//かって歩//ある//きましょう。,Let's walk upwind.,,,,,,,,,,,,,,,,"かぜ,かざ,か,ふう",,"かざ,かぜ,ふう,ふ",,,,,,,,,,10
194,紙,None,かみ,None,None,紙,かみ,Paper,紙//かみ//を折//お//りました。,I folded the paper.,手紙,てがみ,Letter,友人//ゆうじん//に手紙//てがみ//を書//か//きました。,I wrote a letter to my friend.,折//お//り紙,おりがみ,Origami,折//お//り紙//がみ//で鶴//つる//を折//お//りましょう。,Let's make an origami crane.,,,,,,,,,,,,,,,,"かみ, せ, し,か","がみ, せ, し,か","がみ, せ, し,か",,,,,,,,,,10
195,星,None,ほし,None,None,星,ほし,Star,夜空//よぞら//に星//ほし//が見//み//えます。,I can see stars in the night sky.,星空,ほしぞら,Starry sky,星空//ほしぞら//を見上//みあ//げる。,Look up at the starry sky.,,,,,,,,,,,,,,,,,,,,,"ほし, ぼし, せい,しゃ","ほし, ぼし, せい,しゃ",,,,,,,,,,,10
196,黒,None,くろ,None,None,黒い,くろい,Black,黒//くろ//い犬//いぬ//がいます。,There is a black dog.,黒字,くろじ,Surplus,"会社//かいしゃ//は黒字//くろじ//です。(Here we use the company is in the black, to mean profitable.)",The company is in the black.,黒,くろ,Black,黒//くろ//のペンはありますか？,Do you have a black pen?,,,,,,,,,,,,,,,,"くろ,こく,く,じゅ","くろ,こく,く,じゅ","くろ,こく,く,じゅ",,,,,,,,,,10
197,春,None,はる,None,None,春,はる,Spring,春//はる//が来//き//ました。(Spring has sprung type vibes.),Spring is here.,春休み,はるやすみ,Spring vacation,春休//はるやす//みを楽//たの//しんでいます。,I am enjoying spring vacation.,,,,,,,,,,,,,,,,,,,,,"はる,しゅん,ばる,は","はる,しゅん,ばる,は",,,,,,,,,,,10
198,毎,None,ごと,None,None,毎,ごと,"Each, Every",チームは試合//しあい//毎//ごと//に強//つよ//くなっています。,The team is getting stronger with every game.,,,,,,,,,,,,,,,,,,,,,,,,,,"ごと,まい,こと,まん",,,,,,,,,,,,10
199,寺,None,てら,None,None,寺,てら,Temple,寺//てら//でお参//まい//りをしました。,I offered a prayer at the temple.,,,,,,,,,,,,,,,,,,,,,,,,,,"てら,て,しゃ,せ",,,,,,,,,,,,10
200,絵,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
201,刀,None,かたな,None,None,刀,かたな,Sword,彼//かれ//は刀//かたな//を研//と//いでいます。,He is sharpening his sword.,小刀,こがたな,Small knife,小刀//こがたな//を携帯//けいたい//しています。,He carries a small knife.,,,,,,,,,,,,,,,,,,,,,"かたな,ほう,こ,とう","がたな,ほう,とう,とん",,,,,,,,,,,11
202,弓,None,ゆみ,None,None,弓,ゆみ,Bow,彼//かれ//は弓//ゆみ//を引//ひ//きました。,He drew the bow.,弓矢,ゆみや,Bow and arrow,弓矢//ゆみや//で狩//か//りをします。,He hunts with a bow and arrow.,,,,,,,,,,,,,,,,,,,,,"ゆみ,やみ,みや,ゆう","ゆみ,やみ,みや,ゆう",,,,,,,,,,,11
203,色,None,いろ,None,None,色,いろ,Color,花//はな//の色//いろ//がきれいです。,The flower's color is beautiful.,色紙,いろがみ,Colored paper,色紙//いろがみ//を使//つか//って飾//かざ//りを作//つく//りました。,I made decorations with colored paper.,色合い,いろあい,Shade,色合//いろあ//いが違//ちが//います。,The shades are different.,色気,いろけ,Sex appeal,彼女//かのじょ//には色気//いろけ//があります。,She has sex appeal.,,,,,,,,,,,"いろ,あい,うろ,しき","いろ,け,あい,がみ","いろ,ばい,がみ,け","いろ,ばい,がみ,け",,,,,,,,,11
204,走,None,はし,None,None,走る,はしる,To run,毎朝//まいあさ//公園//こうえん//を走//はし//ります。,I run in the park every morning.,走り出す,はしりだす,To start running,子供//こども//が走//はし//り出//だ//しました。,The child started running.,走り回る,はしりまわる,To run around,犬//いぬ//が庭//にわ//を走//はし//り回//まわ//っています。,The dog is running around the garden.,走り書き,はしりがき,Scribble,走//はし//り書//がき//のメモがありました。(Think fast or bad handwriting.),There was a scribbled note.,,,,,,,,,,,"はし,がき,おう,そう","はし,がき,おう,そう","はし,がき,おう,そう","はし,がき,おう,そう",,,,,,,,,11
205,秋,None,あき,None,None,秋,あき,"Autumn, Fall",秋//あき//が来//き//ました。,Autumn has arrived.,,,,,,,,,,,,,,,,,,,,,,,,,,"あき,しょ,かぜ,しょう",,,,,,,,,,,,11
206,夏,None,なつ,None,None,夏,なつ,Summer,日本//にほん//の夏//なつ//はクーラーがないとやってられない。,You can't survive a Japanese summer without air conditioning.,,,,,,,,,,,,,,,,,,,,,,,,,,"なつ,しょ,あつ,まつり",,,,,,,,,,,,11
207,汽,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
208,顔,None,かお,None,None,顔,かお,Face,彼//かれ//の顔//かお//が赤//あか//いです。,His face is red.,顔色,かおいろ,Complexion,彼//かれ//の顔色//かおいろ//が悪//わる//いです。,His complexion looks bad.,笑//え//顔,えがお,Smile,彼女//かのじょ//の笑顔//えがお//は素敵//すてき//です。,Her smile is wonderful.,,,,,,,,,,,,,,,,"かお,か,がん,が","かお,か,しゃ,が","がお,かお,いろ,しゃ",,,,,,,,,,11
209,古,None,ふる,None,None,古い,ふるい,Old,これは古//ふる//い本//ほん//です。,This is an old book.,古本,ふるほん,Used books,安//やす//かったので、この漫画//まんが//は古本//ふるほん//で買//か//いました。,I bought this manga as a used book because it was cheap.,,,,,,,,,,,,,,,,,,,,,"ふる,こ,や,ふ","ふる,こ,ぎ,ふ",,,,,,,,,,,11
210,晴,None,は,None,None,晴れる,はれる,To clear up,やっと晴//は//れました。,It finally cleared up.,晴れ間,はれま,Break in the weather,晴//は//れ間//ま//が見//み//えます。,I see a break in the weather.,,,,,,,,,,,,,,,,,,,,,"は,ぜい,せい,ま","は,か,ま,た",,,,,,,,,,,11
211,買,None,か,None,None,買う,かう,To buy,この本//ほん//を古本屋//ふるほんや//で買//か//いました。,I bought this book at a second-hand store.,買い物//もの//,かいもの,Shopping,週末//しゅうまつ//に買//か//い物//もの//に行//い//くのが好//す//きです。,I enjoy going shopping on the weekends.,,,,,,,,,,,,,,,,,,,,,"か,ばい,う,き","か,た,こ,かう",,,,,,,,,,,11
212,週,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
213,雪,None,ゆき,None,None,雪,ゆき,Snow,雪//ゆき//が降//ふ//っています。,It is snowing.,雪だるま,ゆきだるま,Snowman,雪//ゆき//だるまを作//つく//りました。,I made a snowman.,,,,,,,,,,,,,,,,,,,,,"ゆき,せつ,ゆ,だるま","ゆき,せつ,ゆ,ゆみ",,,,,,,,,,,11
214,父,None,ちち,とう,None,父,ちち,Father,父//ちち//が帰宅//きたく//しました。,My father came home.,お父さん,おとうさん,Dad,お父//とう//さんと話//はな//しました。,I talked to my dad.,,,,,,,,,,,,,,,,,,,,,"ちち,どう,そ,とう","とう,おと,ちち,ふ",,,,,,,,,,,11
215,母,None,はは,None,None,母,はは,Mother,母//はは//は料理//りょうり//が得意//とくい//です。,My mother is good at cooking.,母親,ははおや,Mother,母親//ははおや//の愛//あい//は深//ふか//いです。(More formal version of mother),A mother’s love is deep.,,,,,,,,,,,,,,,,,,,,,"はは,ぎ,ぼ,おや","はは,ぎ,おや,ぼ",,,,,,,,,,,11
216,兄,None,あに,にい,None,兄,あに,Older brother,兄//あに//は学生//がくせい//です。,My older brother is a student.,お兄さん,おにいさん,Big brother,お兄//にい//さんと話//はな//しました。,I talked to my big brother.,,,,,,,,,,,,,,,,,,,,,"あに,ぎ,おにい,にい","にい,ぎ,あに,おに",,,,,,,,,,,11
217,姉,None,あね,ねえ,None,姉,あね,Older sister,姉//あね//は先生//せんせい//です。,My older sister is a teacher.,お姉さん,おねえさん,Big sister,お姉//ねえ//さんと映画//えいが//を見//み//ました。,I watched a movie with my big sister.,,,,,,,,,,,,,,,,,,,,,"あね,ぎ,ねえ,いもうと","ねえ,あね,き,いもうと",,,,,,,,,,,11
218,弟,None,おとうと,None,None,弟,おとうと,Younger brother,私//わたし//には弟//おとうと//がいます。,I have a younger brother.,弟分,おとうとぶん,Junior,彼//かれ//は私//わたし//の弟//おとうと//分//ぶん//です。(Think like someones social status.),He is my junior.,,,,,,,,,,,,,,,,,,,,,"おとうと,ぎ,きょう,ぎょう","おとうと,だい,きょう,ぶん",,,,,,,,,,,11
219,妹,None,いもうと,None,None,妹,いもうと,Younger sister,妹//いもうと//がいます。,I have a younger sister.,妹分,いもうとぶん,"Little sister, Junior sister, protégé","彼女//かのじょ//は私//わたし//の妹//いもうと//分//ぶん//です。(Similar to the one for boys, think little sister in training)",She is my junior.,,,,,,,,,,,,,,,,,,,,,"いもうと,てい,ぎ,ぶん","いもうと,あね,まつ,ねえ,",,,,,,,,,,,11
220,毛,None,け,None,None,毛,け,Hair,犬//いぬ//の毛//け//が落//お//ちています。,Dog hair is everywhere.,,,,,,,,,,,,,,,,,,,,,,,,,,"け,よう,まゆ,かみ",,,,,,,,,,,,11
221,読,None,よ,None,None,読む,よむ,To read,漫画//まんが//を読//よ//むのはやめられない。,I can't stop reading manga.,読み方,よみかた,Way of reading,この漢字//かんじ//の読//よ//み方//かた//は何//なん//ですか？,What is the reading of this kanji?,,,,,,,,,,,,,,,,,,,,,"よ,どく,き,ゆ","よ,み,ま,ゆ",,,,,,,,,,,12
222,黄,None,き,None,None,黄色,きいろ,Yellow,黄色//きいろ//い花//はな//が咲//さ//いています。,Yellow flowers are blooming.,,,,,,,,,,,,,,,,,,,,,,,,,,"き,い,こう,おう",,,,,,,,,,,,12
223,池,None,いけ,None,None,池,いけ,Pond,池//いけ//で育//そだ//った金魚//きんぎょ//はでかい。,Goldfish raised in a pond grow big.,,,,,,,,,,,,,,,,,,,,,,,,,,"いけ,ため,うお,じ",,,,,,,,,,,,12
224,友,None,とも,None,None,友,とも,Friend,高校//こうこう//時代//じだい//に最高//さいこう//の友//とも//に出会//であ//った。,I met my best friend during high school.,友達//だち//,ともだち,Friend,友達//ともだち//と遊//あそ//びました。,I played with friends.,,,,,,,,,,,,,,,,,,,,,"とも,しん,ゆう,とみ","とも,ゆう,しん,ゆ",,,,,,,,,,,12
225,雲,None,くも,None,None,雲,くも,Cloud,悟空//ごくう//のように雲//くも//に乗//の//りたい。,I want to ride on a cloud like Goku.,入道雲,にゅうどうぐも,Cumulonimbus cloud,夏//なつ//の空//そら//は入道雲//にゅうどうぐも//がよくできる。,Cumulonimbus clouds often form in the summer sky.,,,,,,,,,,,,,,,,,,,,,"くも,らん,く,うん","ぐも,あめ,うん,ま",,,,,,,,,,,12
226,鳴,None,な,None,None,鳴く,なく,To cry ,鳥//とり//が鳴//な//いています。(Particularly an animal crying),The bird is chirping.,鳴り響//ひび//く,なりひびく,To echo,音//おと//が鳴//な//り響//ひび//きます。,The sound echoes.,鳴り止む,なりやむ,To stop ringing,ベルが鳴//な//り止//や//みました。,The bell stopped ringing.,鳴らす,ならす,Ring,子供//こども//が鈴//すず//を鳴//な//らしている。,A child is ringing a bell.,,,,,,,,,,,"な,きょう,ひび,やむ","な,きょう,な,なり","な,きょう,な,なり","な,きょう,な,なり",,,,,,,,,12
227,遠,None,とお,None,None,遠い,とおい,Far,家//いえ//は駅//えき//から遠//とお//いです。,My house is far from the station.,遠回り,とおまわり,Detour,遠回//とおまわ//りしました。,I took a detour.,遠出,とおで,Outing,遠出//とおで//を計画//けいかく//しています。,I am planning an outing.,遠ざかる,とおざかる,To go away,彼//かれ//は遠//とお//ざかりました。,He went away.,,,,,,,,,,,"とお,どう,とう,と","とお,どう,とう,と","とお,どう,とう,と","とお,どう,とう,と",,,,,,,,,12
228,曜,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
229,弱,None,よわ,None,None,弱い,よわい,Weak,彼//かれ//は体//からだ//が弱//よわ//いです。,He has a weak body.,弱虫,よわむし,Weakling,彼//かれ//は弱虫//よわむし//と言//い//われました。,He was called a weakling.,弱火,よわび,Low flame,弱火//よわび//で煮//に//ます。,Simmer over a low flame.,弱気,よわき,Timid,弱気//よわき//は最大//さいだい//の敵//てき//。,Timidity is the greatest enemy.,,,,,,,,,,,"よわ,つよ,じゃく,きょう","よわ,つよ,じゃく,きょう","よわ,つよ,じゃく,きょう","よわ,つよ,じゃく,きょう",,,,,,,,,12
230,肉,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
231,才,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
232,鳥,None,とり,None,None,鳥,とり,Bird,鳥//とり//が飛//と//んでいます。,A bird is flying.,小鳥,ことり,Small bird,小鳥//ことり//がさえずっています。,A small bird is chirping.,やき鳥,やきとり,Grilled chicken,やき鳥//とり//を食//た//べました。,I ate grilled chicken.,,,,,,,,,,,,,,,,"とり,こ,や,と","とり,しま,ちょう,と","とり,しま,とん,と",,,,,,,,,,12
233,麦,None,むぎ,None,None,麦,むぎ,Wheat,麦//むぎ//を育//そだ//てています。,I grow wheat.,大麦,おおむぎ,Barley,大麦//おおむぎ//が収穫//しゅうかく//されました。,Barley was harvested.,小麦,こむぎ,Wheat flour,パンは小麦//こむぎ//でできている。,Bread is made from wheat.,麦茶,むぎちゃ,Barley tea,夏//なつ//は冷//つめ//たい麦茶//むぎちゃ//が飲//の//みたくなる。,"In summer, I crave cold barley tea.",,,,,,,,,,,"むぎ,おお,こ,ちゃ","むぎ,ばく,むき,む","むぎ,ばく,おお,ぎ","むぎ,おお,こ,ちゃ",,,,,,,,,12
234,冬,None,ふゆ,None,None,冬,ふゆ,Winter,冬//ふゆ//は寒//さむ//いので布団//ふとん//から出//で//られない。,Winter is so cold that I can't get out of bed.,冬休み,ふゆやすみ,Winter vacation,冬休//ふゆやす//みを楽//たの//しみました。,I enjoyed the winter vacation.,,,,,,,,,,,,,,,,,,,,,"ふゆ,とう,ふ,ゆ","ふゆ,とう,ふ,ゆ",,,,,,,,,,,12
